ota_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
irkutsk_city_center,Отель Иркутск Сити Центр,2026-07-07,206,7,14,3.4,8000.00
lyuks_hotel_4,Отель Люкс,2026-07-07,15,3,6,20.0,2968.00
hotel_nikola_2,Отель Никола,2026-07-07,27,33,66,100.0,4957.00
tajga_hotel,Отель Тайга,2026-07-07,44,9,18,20.45,6300.00
klubnyij_kvartal_apartments,Клубный Квартал,2026-07-07,67,1,1,1.49,5700.00
otel_irkut,Отель Иркут,2026-07-07,30,10,18,33.33,3200.00
yakovlev_hotel,Отель Яковлевъ,2026-07-07,25,9,19,36.0,4327.00
olkhonstory_guest_house,История Ольхона,2026-07-07,6,6,9,100.0,7445.00
taiga_2,Отель Taiga,2026-07-07,101,26,45,25.74,5531.00
vozdushnaya_gavan,Отель Воздушная Гавань,2026-07-07,140,2,4,1.43,9001.00
hotel_flagman_olkhona,Отель Флагман Ольхона,2026-07-07,15,10,20,66.67,6132.00
empire_hotel_3,Гостиница Империя,2026-07-07,49,10,17,20.41,4700.00
malinovka_3,Малиновка,2026-07-07,0,2,5,100.0,2967.00
archi_apt_apartments,Отель Baikal Archi Apt,2026-07-07,7,5,11,71.43,4434.00
victory_hotel_4,Гостиница Виктория,2026-07-07,30,3,6,10.0,5200.00
bajkal_hotel,Отель Байкал,2026-07-07,72,42,84,58.33,9500.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,2026-07-07,56,62,109,100.0,4550.00
hotel_nataly_2,Отель Натали,2026-07-07,12,3,4,25.0,4500.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,2026-07-07,46,24,48,52.17,18000.00
grand_baikal,Отель Гранд Байкал,2026-07-07,64,12,23,18.75,4253.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,2026-07-07,100,67,131,67.0,6900.00
best_eastern_hotel_zvezda,Отель Звезда,2026-07-07,65,45,90,69.23,8107.00
flagman_hotel_4,Отель Флагман,2026-07-07,13,5,9,38.46,6000.00
minihotel_albatros,Гостиница Альбатрос,2026-07-07,12,5,13,41.67,2800.00
aristokrat_hotel,Отель Аристократ,2026-07-07,12,3,5,25.0,4200.00
lada_8,Отель Гостиница ЛАДА,2026-07-07,22,11,22,50.0,2500.00
angara_hotel,Ангара Отель,2026-07-07,300,69,130,23.0,5250.00
baikal_forest_hotel,Отель Форест,2026-07-07,156,22,44,14.1,6127.00
inn_business_hall,Отель Business Hall,2026-07-07,18,3,6,16.67,4420.00
baykal_khan_listvyanka,Отель Байкал Хан п.Листвянка,2026-07-07,18,7,16,38.89,8340.00
the_sky_of_lake_baikal,Небо Байкала,2026-07-07,0,4,10,100.0,3463.00
gostevoy_dom_sunrise,Sunrise,2026-07-07,0,2,5,100.0,8410.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,2026-07-07,25,35,75,100.0,3782.00
otel_tsentral,Отель Централь,2026-07-07,48,30,59,62.5,7900.00
miniotel_gostinitsa_nerpenok,Нерпенок,2026-07-07,0,3,8,100.0,5442.00
olkhon_inn,Olkhon Inn,2026-07-07,0,34,68,100.0,5700.00
baikal_view_hotel,Baikal View Hotel,2026-07-07,99,110,220,100.0,10579.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,2026-07-07,14,9,18,64.29,7920.00
history_boutiquehotel,Отель HISTORY Бутик-отель и СПА,2026-07-07,40,31,62,77.5,22443.75
podlemorie_hotel,Отель Подлеморье,2026-07-07,14,4,8,28.57,6500.00
guest_house_baykal,В объятиях Байкала,2026-07-07,0,5,10,100.0,7000.00
baykal_guest_house_3,Меблированные комнаты Байкал,2026-07-07,0,1,1,100.0,3463.00
baza_otdykha_olkhon,База отдыха Ольхон,2026-07-07,50,36,101,72.0,4953.00
tikhaya_gavan_4,"Отель ""Тихая Гавань""",2026-07-07,12,2,5,16.67,4650.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,2026-07-07,32,13,35,40.62,7140.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,2026-07-07,128,53,105,41.41,5750.00
marx_hotel,Отель Маркс,2026-07-07,26,10,20,38.46,6000.00
hotel_harats_inn,Отель Harat's inn,2026-07-07,12,10,20,83.33,3958.00
guest_house_baykaliya,Байкалия,2026-07-07,0,5,10,100.0,7421.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,2026-07-07,15,11,17,73.33,3885.00
evropa_hotel,Отель Европа,2026-07-07,58,42,69,72.41,5040.00
uda_2,Отель УДА,2026-07-07,45,40,60,88.89,1700.00
baykal_khan_hotel_olkhon,Отель Байкал-Хан Ольхон,2026-07-07,40,21,42,52.5,14750.00
guesthouse_dudeevukh,Меблированные комнаты Дудеевых,2026-07-07,0,0,0,0.0,
hotel_aziyayevropa,Отель Азия-Европа,2026-07-07,19,6,12,31.58,5232.00
vesta_hotel_3,Отель Веста,2026-07-07,27,15,31,55.56,3000.00
mayak_hotel_listvyanka,Отель Маяк,2026-07-07,54,0,0,0.0,
mini_hotel_vizit,Гостиница Визит,2026-07-07,8,10,21,100.0,2700.00
brusinka,Меблированные комнаты Брусника,2026-07-07,3,2,4,66.67,1800.00
vera_baikal,Отель Вера Байкал,2026-07-07,38,33,66,86.84,7400.00
gostevoy_dom_briz_3,Меблированные комнаты БРИЗ,2026-07-07,16,0,0,0.0,
city_park_hotel_13,Меблированные комнаты City Park,2026-07-07,0,4,4,100.0,2565.00
maksi_hotel,Отель Макси,2026-07-07,2,2,2,100.0,3500.00
legend_of_baikal,Отель Легенда Байкала,2026-07-07,35,10,19,28.57,9375.00
miniotel_serdtse_baykala,Сердце Байкала,2026-07-07,0,6,10,100.0,12500.00
glempingotel_yolki_recreation_camp,Елки,2026-07-07,0,0,0,0.0,
dauria_hotel_2,Отель Даурия,2026-07-07,4,1,1,25.0,12000.00
hotel_kurshavel_,Отель Куршавель,2026-07-07,15,9,18,60.0,4000.00
montana_hostel,Меблированные комнаты Montana,2026-07-07,9,13,15,100.0,800.00
baza_otdykha_gostiny_dvor_vdokhnovenie,Отель Гостиный Двор Вдохновение,2026-07-07,34,4,7,11.76,9500.00
lotos_hotel,Отель Лотос,2026-07-07,23,13,27,56.52,1200.00
