ota_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
bajkal_hotel,Отель Байкал,2026-08-24,72,24,48,33.33,9500.00
irkutsk_city_center,Отель Иркутск Сити Центр,2026-08-24,206,1,2,0.49,12500.00
angara_hotel,Ангара Отель,2026-08-24,300,58,99,19.33,5250.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,2026-08-24,128,8,16,6.25,9750.00
tajga_hotel,Отель Тайга,2026-08-24,44,17,32,38.64,5200.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,2026-08-24,15,7,12,46.67,5167.05
wind_lake_guest_house,Wind Lake,2026-08-24,15,14,28,93.33,16617.00
otel_irkut,Отель Иркут,2026-08-24,30,16,30,53.33,3350.00
hotel_harats_inn,Отель Harat's inn,2026-08-24,12,9,18,75.0,5440.00
hotel_anastasiya_2,Отель ГК Анастасия,2026-08-24,26,25,48,96.15,9100.00
victory_hotel_4,Гостиница Виктория,2026-08-24,30,16,32,53.33,4746.00
history_boutiquehotel,Отель HISTORY Бутик-отель и СПА,2026-08-24,40,45,90,100.0,22443.75
rus_hotel_irkutsk,Гостиничный Комплекс Русь,2026-08-24,56,35,70,62.5,4747.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,2026-08-24,100,13,26,13.0,7500.00
vera_baikal,Отель Вера Байкал,2026-08-24,38,19,38,50.0,7900.00
klubnyij_kvartal_apartments,Клубный Квартал,2026-08-24,48,15,39,31.25,3500.00
hotel_olkhonhill,Отель Olkhon-hill,2026-08-24,17,16,32,94.12,6500.00
podlemorie_hotel,Отель Подлеморье,2026-08-24,14,5,10,35.71,6000.00
hotel_nikola_2,Отель Никола,2026-08-24,27,38,76,100.0,6520.00
parus_18,Курортный отель Парус,2026-08-24,17,7,15,41.18,5100.00
hotel_nataly_2,Отель Натали,2026-08-24,12,3,5,25.0,3800.00
grand_baikal,Отель Гранд Байкал,2026-08-24,64,13,24,20.31,4253.00
hotel_sozvezdie_baikala,Отель Созвездие Байкала,2026-08-24,22,11,22,50.0,3950.00
hotel_nuur_hotel,Отель Nuur Hotel,2026-08-24,28,8,16,28.57,8100.00
bolshoe_puteshestvie_hotel,Кемпинг Отель Ольхон,2026-08-24,10,16,44,100.0,3953.00
miniotel_good_hotel,Мини-Отель Good Hotel,2026-08-24,6,1,2,16.67,2200.00
baykal_khan_listvyanka,Отель Байкал Хан п.Листвянка,2026-08-24,18,17,34,94.44,8340.00
international_hotel_sayen,SAYEN,2026-08-24,25,10,20,40.0,20000.00
vozdushnaya_gavan,Отель Воздушная Гавань,2026-08-24,140,2,4,1.43,9001.00
yakovlev_hotel,Отель Яковлевъ,2026-08-24,25,2,6,8.0,4645.00
baykal_shale_guest_house,Байкал Шале,2026-08-24,11,7,17,63.64,5194.00
praskovya_guest_house,Отель Прасковья,2026-08-24,12,4,5,33.33,1979.00
lyuks_hotel_4,Отель Люкс,2026-08-24,15,10,20,66.67,2473.00
gostevoy_dom_sunrise,Sunrise,2026-08-24,0,3,7,100.0,7421.00
otel_tsentral,Отель Централь,2026-08-24,48,21,42,43.75,8455.00
empire_hotel_3,Гостиница Империя,2026-08-24,49,10,18,20.41,5100.00
guest_house_baykaliya,Байкалия,2026-08-24,0,5,10,100.0,7421.00
olkhon_inn,Olkhon Inn,2026-08-24,0,37,74,100.0,5700.00
inn_business_hall,Отель Business Hall,2026-08-24,18,10,20,55.56,4420.00
aristokrat_hotel,Отель Аристократ,2026-08-24,12,9,15,75.0,5100.00
minihotel_albatros,Гостиница Альбатрос,2026-08-24,12,1,4,8.33,2900.00
mayak_hotel_listvyanka,Отель Маяк,2026-08-24,54,24,44,44.44,7000.00
mini_hotel_vizit,Гостиница Визит,2026-08-24,8,4,9,50.0,2671.00
the_sky_of_lake_baikal,Небо Байкала,2026-08-24,0,10,21,100.0,3958.00
uda_2,Отель УДА,2026-08-24,45,32,50,71.11,1682.00
azatai_park_hotel,"Парк-отель ""Азатай""",2026-08-24,0,32,67,100.0,14849.00
malinovka_3,Малиновка,2026-08-24,0,4,11,100.0,3956.00
atlas_hotel_3,Гостиница Атлас,2026-08-24,29,9,20,31.03,4622.40
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,2026-08-24,46,1,2,2.17,45600.00
guesthouse_dudeevukh,Меблированные комнаты Дудеевых,2026-08-24,0,2,5,100.0,3463.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,2026-08-24,59,2,4,3.39,7500.00
archi_apt_apartments,Отель Baikal Archi Apt,2026-08-24,7,4,8,57.14,4007.00
hotel_flagman_olkhona,Отель Флагман Ольхона,2026-08-24,15,10,20,66.67,9100.00
larus,Отель Ларус,2026-08-24,14,4,8,28.57,5214.00
city_park_hotel_13,Меблированные комнаты City Park,2026-08-24,0,3,6,100.0,2361.00
olkhonstory_guest_house,История Ольхона,2026-08-24,6,8,16,100.0,8438.00
baza_otdykha_gostiny_dvor_vdokhnovenie,Отель Гостиный Двор Вдохновение,2026-08-24,34,2,4,5.88,10000.00
best_eastern_hotel_zvezda,Отель Звезда,2026-08-24,65,42,84,64.62,8602.00
inn_oasis_2,База отдыха Оазис,2026-08-24,13,11,21,84.62,5937.00
aura_baykala_guest_house,Аура Байкала,2026-08-24,0,7,14,100.0,5937.00
7_dorog,Гостиница 7 дорог,2026-08-24,19,6,11,31.58,4750.00
alaniya,Алания,2026-08-24,0,10,25,100.0,3958.00
lotos_hotel,Отель Лотос,2026-08-24,23,9,18,39.13,3500.00
gostinitsa_solntse,Гостиница Солнце,2026-08-24,58,5,6,8.62,11523.00
matreshka_hotel,Отель Матрешка,2026-08-24,35,18,32,51.43,4432.00
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,2026-08-24,10,4,8,40.0,8905.00
montana_hostel,Меблированные комнаты Montana,2026-08-24,22,11,13,50.0,900.00
baikal_view_hotel,Baikal View Hotel,2026-08-24,99,132,264,100.0,9434.00
magas,Отель на Перроне,2026-08-24,25,19,39,76.0,1483.00
gostevoj_dom_otdyih_na_bajkale,Отель Отдых на Байкале,2026-08-24,11,9,16,81.82,2972.00
hotel_kurshavel_,Отель Куршавель,2026-08-24,15,13,26,86.67,4000.00
baza_otdykha_village_hvoy,Вилладж Хвоя,2026-08-24,0,9,17,100.0,9341.00
bajkal_severnoe_more_hotel,Отель Байкал - Северное Море,2026-08-24,119,48,98,40.34,7579.00
gostinitsa_akademicheskaya,Отель Гостиница Академическая,2026-08-24,48,12,22,25.0,4400.00
baykal_guest_house_3,Меблированные комнаты Байкал,2026-08-24,0,14,22,100.0,3463.00
izumrud_hotel_7,Отель Изумруд,2026-08-24,9,4,6,44.44,4947.00
legendy_baykala,Гостиница Легенды Байкала,2026-08-24,18,4,6,22.22,1137.00
dream_of_baikal_hotel,Отель Dream of Baikal,2026-08-24,19,14,24,73.68,6530.00
mihail_strogov,Отель Михаил Строгов,2026-08-24,20,2,2,10.0,4451.00
baza_otdykha_olkhon,База отдыха Ольхон,2026-08-24,50,2,5,4.0,4936.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,2026-08-24,25,35,75,100.0,3750.00
miniotel_medveditsa,Меблированные комнаты Медведица,2026-08-24,0,9,17,100.0,4660.00
momant_house_recreation_camp,Momant house,2026-08-24,0,3,10,100.0,5937.00
taiga_2,Отель Тайга,2026-08-24,101,6,13,5.94,5531.00
less_guest_house,Меблированные комнаты Лесс,2026-08-24,0,6,11,100.0,9796.00
tikhaya_gavan_4,"Отель ""Тихая Гавань""",2026-08-24,12,5,13,41.67,4057.00
hotel_dacha_baikaleco,Семейный отель Дача БайкалЭко,2026-08-24,10,2,4,20.0,9600.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,2026-08-24,14,9,18,64.29,6922.00
domik_na_kholme_guest_house,Меблированные комнаты Домик на холме,2026-08-24,0,1,3,100.0,15040.00
krestovaya_pad_hotel,Гостиница Крестовая падь,2026-08-24,27,10,20,37.04,9500.00
yolochka,Меблированные комнаты Ёлочка,2026-08-24,6,9,19,100.0,4000.00
gostevoy_dom_briz_3,Меблированные комнаты БРИЗ,2026-08-24,16,12,28,75.0,4452.00
alpari,Гостиница Альпари,2026-08-24,10,3,6,30.0,2373.00
armat_hotel,Отель Армат,2026-08-24,40,19,38,47.5,7400.00
hotel_u_ruchyya,Отель У ручья,2026-08-24,9,5,12,55.56,3463.00
hotel_baikal_best_edelweiss,Отель Байкал Эдельвейс,2026-08-24,10,9,22,90.0,6431.00
luna_hotel_9,Отель Луна,2026-08-24,22,3,5,13.64,3300.00
hotel_olimpiada,Олимпиада,2026-08-24,29,19,24,65.52,800.00
baza_otdykha_akvamarin,Аквамарин,2026-08-24,35,14,30,40.0,8114.00
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,2026-08-24,15,3,11,20.0,3166.00
tri_kita_2,Отель Три Кита,2026-08-24,11,2,3,18.18,4127.00
amurskiy,Отель Амурский,2026-08-24,17,7,16,41.18,19900.00
gostevoy_dom_holiday_park_on_olkhon,Holiday park on Olkhon,2026-08-24,0,4,8,100.0,4320.00
hotel_gostinitsa_dinamo,Отель Динамо,2026-08-24,39,17,32,43.59,1128.00
vostochnaia,Гостиница Восточная,2026-08-24,26,20,43,76.92,4600.00
tochka_baykala_hotel,Отель Точка Байкала,2026-08-24,38,15,15,39.47,7000.00
hotel_yubileinaya__2,Гостиница Юбилейная,2026-08-24,23,6,10,26.09,2415.00
gostinitsa_undina,Отель Ундина,2026-08-24,30,26,52,86.67,8905.00
ozerny_tulun_sports_complex_na_karbysheva_185_apartment,Спорткомплекс Озерный Тулун на Карбышева 185,2026-08-24,0,2,4,100.0,3560.00
gostevoi_dom_margobai,Отель Маргобай,2026-08-24,14,28,45,100.0,1877.00
dauria_hotel_2,Отель Даурия,2026-08-24,4,16,32,100.0,6500.00
meridian_7,Отель Меридиан,2026-08-24,33,14,22,42.42,4200.00
profsoyuznaya_hotel_4,Профсоюзная,2026-08-24,0,68,136,100.0,3196.00
hotel_angara,Отель Ангара-Приоритет,2026-08-24,31,22,48,70.97,3800.00
flagman_hotel_4,Отель Флагман,2026-08-24,13,7,12,53.85,6000.00
aura_living_quarters,Меблированные комнаты Аура,2026-08-24,0,6,12,100.0,5838.00
solnechny_guest_house_7,Cолнечный,2026-08-24,0,2,4,100.0,1182.00
green_hotel_,Грин Отель,2026-08-24,22,19,38,86.36,3514.00
gostinitsa_ustilim,Усть-Илим,2026-08-24,80,30,34,37.5,2294.00
aerobratsk,Отель Аэропорт Братск,2026-08-24,32,8,8,25.0,890.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,2026-08-24,8,1,1,12.5,4650.00
hotel_complex_baikalov_ostrog,Гостиница Байкалов Острог,2026-08-24,0,68,140,100.0,9975.00
planeta_9,Планета,2026-08-24,33,10,20,30.3,2969.00
flagman_hotel,Отель Флагман,2026-08-24,10,4,8,40.0,7000.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,2026-08-24,32,24,52,75.0,12700.00
oktyabrskaya_minihotel,Октябрьская,2026-08-24,0,6,11,100.0,1500.00
hotel_soyuz_2,Жилое помещение Союз,2026-08-24,84,66,132,78.57,5600.00
camping_yelochka_kempinghotel,Отель Елочка,2026-08-24,118,11,22,9.32,5213.00
magnetit,Отель Магнетит,2026-08-24,55,26,39,47.27,2700.00
arena_g_irkutsk,Отель Арена Иркутск,2026-08-24,15,17,28,100.0,3128.00
metelitsa_6,Отель Метелица,2026-08-24,5,5,10,100.0,2369.00
hotel_gostinitsa_avtovokzal,Отель Автовокзал,2026-08-24,22,9,12,40.91,2572.00
hotel_aziyayevropa,Отель Азия-Европа,2026-08-24,19,13,26,68.42,3956.00
eko_baikalwood_hotel,Отель БайкалВуд,2026-08-24,44,46,92,100.0,16675.00
artrezidentsiya_port_olhon,Арт-отель Порт Ольхон,2026-08-24,65,27,56,41.54,16000.00
hotel_khotej,Отель Хотэй,2026-08-24,25,16,32,64.0,8050.00
legend_of_baikal,Отель Легенда Байкала,2026-08-24,35,20,40,57.14,9375.00
tsentr_otdykha_dashi,Центр отдыха Да-ши,2026-08-24,20,11,28,55.0,10360.00
bely_bereg,Отель Белый берег,2026-08-24,5,4,10,80.0,6300.00
yupiter,Юпитер,2026-08-24,23,3,6,13.04,3000.00
hotel_pushkin_2,Отель ПушкинЪ,2026-08-24,23,21,42,91.3,7814.00
katantsa_hotel,Отель Катанца,2026-08-24,19,17,34,89.47,4500.00
hotel_rodina_grand_hotel_spa_irkutsk_5,Отель RODINA Grand Hotel & SPA Irkutsk 5*,2026-08-24,79,32,64,40.51,46000.00
v_derevne_guest_house,Уютный дом,2026-08-24,0,3,3,100.0,2389.00
modul,Гостиница Комфорт,2026-08-24,12,10,13,83.33,3760.00
shelest,Shelest,2026-08-24,0,7,14,100.0,4908.00
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,2026-08-24,6,1,4,16.67,5640.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,2026-08-24,4,4,8,100.0,3763.00
lazurny_bereg_hotel_,Гостиница Лазурный берег,2026-08-24,65,2,4,3.08,5200.00
u_lukomorya_4,У Лукоморья,2026-08-24,0,6,12,100.0,9103.00
riderside,Гостиница Riverside,2026-08-24,8,1,2,12.5,3000.00
apartments_viking_khaus,Викинг Хаус,2026-08-24,0,1,2,100.0,19790.00
bajkalskie_sezonyi,Отель Парк Байкальские сезоны,2026-08-24,22,20,40,90.91,11478.00
recreation_centre_baikal_rainbow,База отдыха Байкальская Радуга,2026-08-24,31,9,21,29.03,8047.00
tengis_park_hotel,Отель Тэнгис,2026-08-24,11,10,10,90.91,17310.00
royal_hotel_33,Отель Рояль,2026-08-24,27,18,33,66.67,3913.00
baykal_khan_hotel_olkhon,Отель Байкал-Хан Ольхон,2026-08-24,40,19,38,47.5,14589.00
rodnye_berega_holiday_park_,База Отдыха Родные Берега,2026-08-24,26,6,11,23.08,10000.00
hotel_barguzin,Меблированные комнаты Баргузин,2026-08-24,0,8,26,100.0,7916.00
u_istoka_hotel,Гостиница У Истока,2026-08-24,24,11,25,45.83,3400.00
hotel_shvedka,Отель ШВЕДКА,2026-08-24,29,20,27,68.97,1800.00
arena_on_sverdlov,"Меблированные комнаты общежитие ""Арена на Свердлова""",2026-08-24,0,17,29,100.0,3166.00
recreation_complex_altan,Парк-Отель Алтан,2026-08-24,25,7,13,28.0,30922.00
gloria_20,Отель Глория,2026-08-24,14,2,3,14.29,6233.00
olkhon_house_guest_family_house,Olkhon Family House,2026-08-24,0,4,7,100.0,4947.00
trakstop_38_2,Тракстоп 38,2026-08-24,11,8,17,72.73,5194.00
khoromy_recreation_camp,Хоромы,2026-08-24,0,28,47,100.0,4000.00
mir_baykala_hotel,Отель Мир Байкала,2026-08-24,29,13,17,44.83,13853.00
home_hotel_apartments_home_wanted_on_piskunov_street,Апартаменты Home Hotel (Хоум Отель) на улице Пискунова,2026-08-24,0,0,0,0.0,
gostevoy_dom_isiger_baikal,Гостевой дом ISIGER BAIKAL,2026-08-24,0,2,6,100.0,7025.00
lakeplacebaykal_living_quarters,Меблированные комнаты ЛэйкПлэйсБайкал,2026-08-24,0,4,8,100.0,9895.00
svetly_aparthotel,Отель Светлый,2026-08-24,6,3,6,50.0,4500.00
v_gostyakh_u_dubrovskikh_guest_house,В гостях у ДУБРОВСКИХ,2026-08-24,0,1,5,100.0,19790.00
baykkalina_guest_house,БайкКалина,2026-08-24,0,3,5,100.0,7916.00
aleksandrovskij_dvor,Александровский двор,2026-08-24,0,3,12,100.0,5689.00
loft_house_38_guest_house,Loft House 38,2026-08-24,0,4,12,100.0,14842.00
komilfo_2,Отель Комильфо,2026-08-24,12,3,5,25.0,3459.00
hotelclub_ice,Отель Сибирская резиденция Лёд Байкала,2026-08-24,0,2,2,100.0,12000.00
rezidentsii_rodina_irkutsk,Резиденции Rodina Irkutsk,2026-08-24,0,17,34,100.0,28000.00
baikalov_ostrog,Bajkal-Ujuga,2026-08-24,0,68,126,100.0,11490.00
lenatour,Отель  Ленатур,2026-08-24,8,1,4,12.5,7990.00
hotel_baikal_krai,Усадьба Байкальский край,2026-08-24,0,2,2,100.0,8415.00
hotel_arakhis,Отель Арахис,2026-08-24,8,1,2,12.5,6107.00
living_quarters_uyutnye_dlya_dvoikh,Меблированные комнаты Уютные для Двоих,2026-08-24,0,5,10,100.0,2011.00
